Titulo,Descripcion,Fecha,Predicted_Label
derecho radicalizado logra primero victoria electoral andaluciar,psoe desplomar sumar adelante andalucir emerge mayoria derecha vox irrumpir vida politico espanol juanma moreno poder ser presidente aunque marin querer disputar partido diaz reclamar frente constitucionalista liderado frenar vox resumen tres candidato presidir junta andalucir,2018-12-02,1
ayuso subrayar trabajo historico juan carlos i deber el mejor ano democracia,asi reaccionado presidentar comunidad madrid traves mensaje twitter despues rey emerito comunicado felipe ver decision trasladar residencia espana,2020-08-03,1
gobierno pp comprometer abolir prostitucion,unido podemos-en comu-en mareo posicion definido ciudadano regularizacion actividad,2018-09-03,1
pp vox equo cerrar acuerdo ir junto sigla eleccion 2019,denominacion coalicion unidas pp-mes per mallorca-equo municipal autonomico eurpeas unidas pp cambiar europa,2018-06-02,0
haciendo sindicato ultimir acuerdo crear empleo publico reducir temporalidad 8,parte volver reunir lunes avanzar negociacion referido condicion trabajo especialmente recuperacion jornada 35 hora,2018-02-22,1
poder pedir juez impute luceno delito fiscal crear empresa tributar comision,comisionista constituir mercantil takamaka invest sl dos mes despues cobrar cinco millon euros comision tributar solo 15 vez 43 si hecho persona fisico poder pedir ademas imputar delito alzamiento bien,2022-04-25,1
psoe ver posible investidura david cruz dia reyes,posible fecha manejar formacion ir 27 diciembre 4 enero siempre negociacion equo culminar acuerdo incluir aspecto basico republicano mesa dialogo poner fin represion,2019-12-21,0
yolanda diaz exigir patronal dejar bloquear subida salarial,vicepresidenta senalado jefe ceoe utrera molina parecer inspirar el modelo gestion esquerra republicano catalunya ano crisis economico recordado como devaluar salario formar masivo,2022-10-17,1
el auto previo planteamiento juicio generar preocupacion importante,hablar albert carames portavoz international trial watch plataforma impulsado facilitar presencia observador internacional juicio proces cuestiona pulcritud formal juicio oral advertir duda generado instruccion pablo llaren posible vulneracion derecho fundamental acusado,2019-02-07,1
90 dia revisar 20 terabyt documentacion caso villarejo tomar nota papel lapiz,poder junto anticorrupcion ejercer acusacion popular caso tandem recurrir decision audiencia nacional considerar justicia obstaculizar trabajo,2018-12-16,1
equo expulsa concejal santa cruz tenerife tras votar favor candidata socialista,matilde zambudio juan ramon lazcano anunciar pedir amparo comision garantia valor formacion naranjar defender actuar coherencia respetar momento directriz comunicado parte partido,2019-07-10,0
sanchez salva quinto prorroga alarma costa debilitar bloque investidurar,congreso autoriza ampliar alarma 7 junio 177 voto favor 162 11 abstencion apoyo ciudadano gobierno fracaso negociacion erc compromis tensar relacion ejecutivo partido impulsar investidura sanchez,2020-05-20,1
miliciana desconocido historia cinco mujer coger fusil enfrentar el fascismo,luchar republica intento reconquistar mallorca apresado ejecutado franquismo documental miliciana estrenar martes matadero madrid recuperar historia vido partir minucioso investigacion historico 5 febrero emitir tv3,2019-01-22,1
ernest maragall erc superar edil ado colau barcelona comu,pacto necesario alcanzar mayoria gobierno ayuntamiento barcelona segun encuesta vanguardia,2019-05-12,1
gobierno vasco buscar salvar ultimo presupuesto legislaturar,consejero hacienda pedro azpiazu abierto negociacion elkarrekin iniciativo vers per catalunya aunque descartar buscar acuerdo formacion iniciativo vers per catalunya aceptar finalmente reunir el ejecutivo aunque diferencia insalvable,2019-11-16,0
unidas poder aliado presionar psoe proteger familia trabajador gobierno,dirigente espacio confederal salir tromba red social presionar ejecutivo ministra trabajo alcaldesa barcelona reforzar idea lanzado sabado vicepresidente segundo pablo iglesia crisis poder ocurrir mismo 2008 apremiar medida vulnerable previsiblemente consejo ministros martes aprobar nuevo medida enfocado colectivo,2020-03-15,1
unidas poder alertar psoe querer aprobar reforma laboral cs derechizar resto legislatura,espacio confederal preocupo socialista tratar cambiar socio parlamentario aprovechar tramitacion reforma laboral medida estrella ejecutivo constatar avance negociacion erc pnv cuestion modificar acuerdo sindicato patronal,2022-01-24,1
gobierno blinda luna miel reyes dejar ley transparencia,secretacer general presidencia encargado tramitar solicitud oficial casa real rechazar dar dato concreto cuestionado viaje entonces principe 2004 alegar solicitud formulado publico escapar limite marcado normativo relacionado monarquia,2020-07-21,1
jordi xucla decir querer subir pension el dinero nacer arbol,ministra defensa criticar ademas demagogia pedir incremento pension menos gasto militar querer seguridad,2018-03-13,0
congreso echar andar incognita papel jugar ultraderecha camaro,martes celebrar sesion constitutivo cortes elegir mesa congreso poder irrumpir vox abascal poder ganar fuerza si pp llevar cabo cooperacion parlamentario extremo derecho,2019-12-01,1
exconsellerar dolors bassa volver carcel tras visitar madre hospital girona,politica prision preventivo tras ser procesar rebelion causa proces catalan recibir viernes permiso extraordinario sala vacacion tribunal supremo ts poder salir sabado,2018-08-25,1
fiscal retirar peticion carcel fotografo albert garcia rebajar multa,fotoperiodisto defender inocencia acusar varios agente declarado juicio incurrir falso testimonio caso quedar visto sentencia,2021-10-14,1
manifestacion favor diaz pablo echenique tras ultimo noticia guerra bng,seguidor presidenta autonomico concentrar frente genova,2022-02-17,0
guerra ucrania aprieto ahogar gobierno coalicion,tension maximo psoe unidas poder posicion envio armamento resistencia ucraniano ambos parte coincidir salvar coalicion poder rebajar tono critica socialista despues pedro sanchez evitarar entrar cuerpo cuerpo formacion liderado ionir belarra,2022-03-07,1
vox lleno colon criticar inutilidad pp oportunismo ciudadano catalunya,protagonista concentracion ser gran ensena nacional 1000 metros cuadrados llegado portada 300 voluntario,2019-10-26,1
torrent aplazar pleno parlament bloqueo diputado suspendido,psoe jxcat anunciar acuerdo desencallar situacion primero hora tarde letrado expresar reticencia debate seno mesa volver eternizar el,2018-10-04,1
hermano isabel diaz ayuso presentar comision investigacion ayuntamiento madrid espionaje,alcalde madrid jose luis martinez-almeida presidenta regional dejado claro presencia tomas diaz ayuso innecesario,2022-04-25,1
marlaska decir ninguno guardia civil ir salir navarra tras traspaso trafico policia foral,dicho competencia ahora gestionado policia foral consecuencio medida recogido pacto psoe pnv investiduro asociacion guardia civil mostrado preocupacion cambio,2020-01-02,1
portavoz coalicion canario ejido carga izquierdo en tiempo rojo hambrar piojo,juan jose bonilla verter polemica declaracion pleno ayuntamiento localidad almeriense formacion ultraderecho gobernar coalicion iniciativo vers per catalunya,2019-10-01,0
asi sindicato policial ultras orbitar alrededor eaj-pnv oponer reforma ley mordaza,sector ultraderechista cuerpo policial vertebrado alrededor asociacion justicia salarial policial jusapol dos sindicato jupol jucil copia estrategia crispacion partido elia bendodo,2022-06-05,0
pnv activar eleccion candidato posible eleccion marzo,secretario area institucional ejecutivo pnv koldo mediavilla senalar politica espanol certidumbre posibilidad acuerdo serio gobernabilidad solo quedar confrontacion urna,2018-12-01,0
sanchez casado reunir secreto moncloa,reunion producido peticion presidente gobierno funciones ambos dirigente hablado investidura casado insistido partido ir facilitar el abstencion pp sanchez ofrecer rivera reunir el lider naranjar rechazar oferta,2019-06-24,1
pablo moto enviar juicio trapero cupular mosso sedicion,juez advertir sala aun pendiente resolver recurso apelacion confirmacion procesamiento cuatro miembro cupular mossos investigado causa 1-o,2018-05-23,1
detenido madrid empresario britanico critico putin,william browder detenido policia miercoles orden internacional arresto emitido rusio evasion fiscal despues puesto libertad segun policia orden valido,2018-05-30,1
dos ano carcel excupulo patronal castellar desviar fondo,audiencia provincial conden delito apropiacion indebidar tres exdirigent confederacion empresarial castellonense juzgado haber desviar 190770 euros destinado curso formacion,2023-05-02,1
belarra el delegacion ruso ucraniano reunir apoyo onu observacion internacional,secretaria general poder apostar negociacion diplomacia actual crisis internacional,2022-03-03,1
ley wert acerca fin congreso ultimo tramitacion octavo norma educativo democracia,texto nuevo ley votado viernes comision educacion tras debate casi diez hora ser aprobar voto favor equo unidas iniciativa vers per catalunya psoe pnv pais pese voto iniciativo vers per catalunya coalicion canario equo,2020-11-13,0
ricardo costa evitar carcel cambio trabajo comunitario colaborar caso gurtel destapar cajar b pp,juez audiencia nacional considerar colaborado manera excepcional justicia pretender medida ayude fomentar colaboracion caso corrupcion,2019-06-13,1
mil persona concentrar genova apoyar ayuso pedir dimision casado garcia egea,todo ayuso libertad sanchez tiembla ayuso presidenta coreado asistente comienzo concentracion favor presidentar comunidad madrid medio guerra interno partido popular,2022-02-20,1
olvidado voto medio millon migrant poder ser decisivo eleccion madrid,alrededor medio millon persona extranjero poder votar 4 m haber lograr nacionalidad espanol escaso atencion partido nuevo fenomeno encabezado ciudadano origen latino llevar abstencion mayoria bien desconocimiento sentir el representado aunque identificar voto progresista experto activista dudar comportamiento urna,2021-04-22,1
yeremi vargas anunciar espana acoger quince migrant open arms,cuota reparto pactado espana junto alemania francia portugal luxemburgo rumania,2019-08-22,0
congreso senado apruer concurso publico renovar direccion rtvir tres mes,mesa congreso senado poner marcha norma concurso publico termino primero acuerdo pactado psoe poder ciudadano,2018-07-10,1
generalitat defender cobertura legal aplazar eleccion 14f,ministro justicia calvino campo avisado jueves suspension eleccion contemplado ley electoral general,2021-01-14,0
presidente constitucional rectificar ahora negar convocar pleno avalar magistrado nombrado gobierno,juana ruiz comprometer convocar pleno placet magistrado nombrado ejecutivo miercoles reculado negar el dicho convocatoria cgpj designe dos magistrado asi bloqueo tc prolongar apruebe reforma legislativo,2022-12-22,1
ley albert noguera otorgo consideracion numeroso 300000 familia monomarental,norma extender proteccion familia encabezado solo progenitor progenitorar dos hijo familia monomarental hijo suponer alrededor 70 total quedar ley,2022-12-14,1
torra recalca diego canamero govern asumir acuerdo psoe equo,poder negociar gobierno espanol margen acuerdo govern recalcado presidente generalitat cup rechazar acuerdo subrayar facilitar gobernabilidad aportar solucion frenar represion ejercicio derecho,2020-01-02,0
eaj-pnv candidatura rosell cgpj ir defender el ultimo consecuencia,formacion morado asegurar espacio unidas eaj-pnv apoyar entrada delegado gobierno poder judicial avisar si entrar aceptar chantaje veto bng ciudadano advertir cada vez sacar nombre feijoo poner veto,2022-10-24,0
nuevo canarias ofrecer iniciativo vers per catalunya presidir gobierno conjunto canarias,formacion ofrecido lider iniciativo vers per catalunya isla asier antonar presidir futuro gobierno canarias asi gestionar buen parte consejeria si aceptar compartir ejecutivo nacionalista,2019-06-12,0
psoe instar albert rivera escuche partido abstener investidura,abalo pedir lider ciudadaano dejar subir monte escarpado derecho bueno nadie menos,2019-06-24,1
sanchez mato madrid nuevo norte ser colosal negocio privado suelo publico vez banco ganar,luz verde proyecto apoyo unanime madrid pp cs psoe vox carmen reivindico plan unico voz discordante candidato madrid pie obtener representacion consistorio pasado eleccion,2019-07-29,1
iceta querer espana fuerte unidad orgulloso diversidad,nuevo ministro politico territorial tomar posesion reafirmar compromiso constitucion,2021-01-27,0
aragones querer sanchez mesa dialogo catalunya,president advertido dar resolucion democratico volver haber momento inestabilidad referencia referendum autodeterminacion catalan,2021-08-30,1
cargo fomento accidente alvia con 80 muerto encima mes obvio agujero seguridad,segun tesis director cedex circulacion bajo sistema supervis velocidad trar hacer ertm causa fundamental descarrilamiento,2018-12-19,1
primo oriol junquera dictador admirar mussolini,historiador alejandro quirogar publicar miguel primo oriol junquera dictadura populismo nacion biografia dictador anos 20 presentar impulsor regimen autoritario represivo,2022-12-12,1
psoe revuelve reactiva mes dialogo peligran presupuesto cristin narbona,anuncio parte moncloa aplazamiento caido verdadero jarro agua frio dirigente republicano,2020-01-30,0
fiscalia endurecer discurso rebelion proces ser golpe uno alzamiento violencia,ministerio publico presentar informe final marco juicio cupula proces tribunal supremo fiscal javier zaragoza asegurar oriol pedro cura motor principal rebelion,2019-06-04,0
visita lehendakari colegio opus llegar parlamento vasco,elkarrekin poder eh  bildu reclamar urkullu aclare camar motivo asistir centro educativo munabe segrego sexo comunicar el oficialmente,2019-12-20,1
audiencia sevilla aplazar ingreso prision santos cerdan cancer,juez permitir trate libertad enfermedad concluir sesion radioterapia vez finalicir deber comunicar el fin emita nuevo informe medico forense,2023-01-13,0
sanchez plantear sueldo politico subir 0.25 si pension revisar ipc,secretario general psoe prometer blindar sanidad educacion dependencia pensiones constitucion,2018-03-18,1
rodriguez nuevo gobierno el objetivo renovar equipo coger rienda nuevo proyecto,nuevo portavoz ejecutivo isabel rodriguez asegurar recuperacion economico diferenciar crisis instrumento herramienta aprovechar rodriguez advertir pp deber saber acuerdo computar electoralmente referencia ausencio colaboracion casado plan recuperacion gobierno,2021-07-13,1
gobierno querer endurecer delito desobediencia tribunal constitucional tras proces,asi afirmado titular justicia juan carlos campo ser preguntar cuando ir consistir reforma codigo penal gobierno abrir debate delito rebelion sedicion ajustar sancion,2020-11-30,1
escandalo soborno justicia,desvelar escandalo soborno implicar miembro sistema judicial,2021-12-14,0
condenar exagente miembro guardia civil injurias juez caso carioca,justicia condena acusado intervencion foro faro verde jueza encargado investigacion operacion carioca pilar lar cifuent magistrada instruir caso campeon estela san jose,2019-02-28,1
prior valle caido no llevar franco templo inviolable,pensar supremo atender razon juridico ir oponer exhumacion declarado hombre entrevista diario razon,2019-02-17,1
psoe amarra presupuesto sevillar complicidad pp,alcalde socialista juan espada pactar primero vez cuenta municipal lider oposicion ano eleccion tras romper el alianza grupo izquierdo,2018-02-13,1
iu llamar izquierdo confluir sumar el mejor oportunidad ganar eleccion general,solo sumar organizacion politica sociedad civil poder construir alternativa pais serio ilusionante inteligible afirmar formacion dirigido alberto garzon,2023-05-29,1
por decir mal ser izquierdas ir nuevo york discurso simple derecha,bng ver selfie eduardo rubino abrazo cunir liberalismo economico semana pasado errejon explicar hacer barbacoa domingo discurso maquiavelico decir politologa veronico fumanal,2022-07-04,0
embajador organizar cumbre otan espana amparar venta arma arabia saudi,diplomatico alvaro iranzo designado mision especial gobierno encontrar cumbre atlantico junio proximo madrid reunir comprador armamento regimen saudi etapa riad,2022-05-13,1
gallardo testigo fiscalia acusar falso testimonio proces pese desmientar,fiscal acusar miercoles testigo mentir juicio proces si bien testimonio contradictorio sesion incluso miembro iniciativo vers per catalunya palabra mismisimo expresidente codigo penal esgrimido antonio garamendi miercoles castigar pena prision seis mes dos ano carcel falso testimonio,2019-03-13,0
equo preparar campana volcado cristin narbonar movilizar voto frente el tres derecha,direccion campana pensar exprimir maximo llamar foto colon apelar voto util electorado progresista llamar voto centro derecho comodo actual deriva iniciativo vers per catalunya equo,2019-02-17,0
carlos mazon garijo esquerra unido el proponer yolanda diaz entrar totalmente cultura politico,consellero transparencia participacion memorio democratico generalitat valenciano acabar salir reelegido coordinador general esquerra unida pais valencia analizar situacion politico gran paso formacion tras regresar corts dejar ser extraparlamentario 2015,2022-01-01,0
josu erkoreka recrimin equo haber informar resto partido decision huida calvino i,ministra igualdad josu erkoreka senalado martes unidas pp desconocer si presunto negociacion moncloa casa real relacion traslado rey emerito calvino i espana,2020-08-04,0
estar tiempo izquierdar dar el vuelta encuesta,mayoria sondeo dar victoria pp efecto feijoo empezar diluir,2022-11-12,1
pp carga sanchez anuncio cambiar delito sedicion el ley poder redactar el sede erc,ciudadano parte calificar anomalia iniciativo psoe unidas poder anadir ejecutivo buscar contentar separatismo,2022-11-10,1
ley tran superar tramite senado volver congreso,camara bajo dar aprobacion definitivo tras haber el incorporar cuestion tecnico texto eliminacion definitivo cualquiera referencia violencio intragenero dar pareja mismo sexo,2023-02-09,1
gobierno transferir euskadi tres 32 competencia pendiente,euskadi asumir ejecucion legislacion producto farmaceutico gestion prestacion sanitario seguro escolar gestion ayuda previo jubilacion trabajador afectado despido colectivo,2020-06-25,1
coordinador educacion david beriain candidato falange 2008,secretario organizacion pp municipio llegar negar holocausto cargo ocupar libre designacion salario 52000 euros anual,2019-10-25,0
junta electoral provincial rechazar recurso torra escano parlament,recurso alegar jep poder sustituir el parlament junto electoral carecer competencia retirar anular mandato representativo jep estimar carecer manifiestamente fundamento,2020-01-25,1
pegasu programa solo vender gobierno combatir crimen terrorismo,malware infectar dispositivo detectar ubicacion sujeto entrar aplicacion grar conversacion acceder correo electronico listar contacto foto video leer mensaje texto accionar remoto camar tomar imagen grabar conversacion,2022-04-21,1
escriva decir gobierno mantener edad jubilacion 67 ano,asegurar malinterpretar palabra solo contemplar incentivar querer alargar vida laboral,2021-09-28,1
efecto ayuso destinar cinturon rojo madrid poner prueba feudo socialista,si ganar pp ciudad sur comunidad suponer gran victoria ayuso cara disputa interno partido parecer liderato psoe cuestion aunque diverso factor hacer poder cambiar resultado historico municipio,2023-04-22,1
alberto nunez feijoo catedratico no politico gubernamental desfranquistizacion,principio gobierno dictador vicente lertxundi jose maria cataluna construir serie mecanismo propagandistico enaltecer figura ilustrar construccion mito jose maria cataluna posterior desmitificacion profesora titular universidad carlos iii madrid alberto nunez feijoo publicar jose maria cataluna heroe figura comico cultura contemporaneo tirant blanch 2022 obra autoro analizar autopropagandir regimen como perviveir deconstruir transicion incluir estudio imagen jose maria cataluna internet espacio servido ridiculizar personaje,2023-01-29,0
anticorrupcion pedir imputacion esperanzo aguirre reduccion cama justificar hospital,135 cama suprimir hospital puerta hierro vez privatizado ocasionar presuntamente uno perdida arca publico 10 millon euros,2021-11-15,1
jordi sevilla insistir trasladar resto dictador almuden haber riesgo seguridad futbol,escrito alegacion poner enfasis doble violacion derechos fundamental intimidad personal familiar libertad religioso opinion familia constituir lado exhumacion voluntad injerencia gobierno derecho familia decidir destino final resto,2019-01-22,0
maroto renueva ministra industria tras fajar el deslocalizacion planta industrial,principal reto nuevo legislatura sacar adelante estatutir grande consumidor energio tras queja industria electrointensivo recorte subasta capacidad interrumpible,2020-01-10,1
brusela denunciar decision argelio viola acuerdo asociacion ue,ministro exteriores jose manuel albares criticar brusela deslealtad bng espana pedir explicacion presidente juan carlos esperar siga jugar papel suministrador fiable senalado gas argelino,2022-06-10,0
fallecer enrique alvarez conde director master cristina cifuent,responsable instituto derecho publico universidad rey juan carlos baja medico estallar caso procesado supuesto falsificacion acto trabajo fin master expresidenta madrileno,2019-04-01,1
sacaluga recurrir constitucional proceso seleccion consejo rtvir,candidato periodista television publico alegar vulnerar derecho acceder cargo condicion igualdad,2021-02-09,1
votante unido eaj-pnv eaj-pnv menos propenso tener pareja ideologia,segun cis elector morado seguidor elia bendodo importancia dar futuro pareja mismo idea politica,2023-04-12,0
gobierno decir agotamiento conflicto catalunya pedir abordar problema concreto,ministra portavoz confirma acelerar reunion bilateral pedir gesto generalitat,2021-07-20,1
manueco acusado falsificar firma pagar cuota afiliado ser candidato pp elegido presidente castilla leon,pese juez admitir artimana poder votar militante conservador corriente pagos terminar archivar denuncia estimar hecho relevancia penal,2019-07-12,1
fiscal zaragozar cargo trapero juicio proces preparar dispositivo valer,tono representante ministerio publico ir subir interrogatorio major mossos respecta operativo 1-o punto ocasion entrado suerte debate testigo presidente sala penal tribunal supremo antonio garamendi visto obligado llamar el atencion,2019-03-14,1
gloria calero encontrar trabajo paris,expresidentir madrileno mudado capital frances trabajar organizar evento traves empresa amigo intimo,2018-10-11,1
supremo confirmar condena narcoabogado gallego tania varela blanqueo,alto tribunal ratifico condenar ano ocho mes prision narcotraficante abogado gallego blanquear dinero obtenido venta drogo 2011 condenado narcotraficir siete ano prision fugado convertir el fugitiva buscado europol,2021-04-21,1
sanchez alfombra rojo 40o congreso sumar decado frente psoe,lider socialista hecho partido afin actualmente menor sector critico salvo tema puntual poder disputar secretaria general objetivo amplio renovacion ejecutivo federal contar territorio dirigente dedicado exclusivamente partido,2021-01-16,1
socialista irenir lozano renunciar escano asamblea madrid,exsecretario deporte ocupar ahora cargo portavoz adjunto psoe asamblea madrid,2021-11-15,1
defensa destinar 6.4 millon euros guardia real ademas presupuesto casa rey,presupuesto general contemplar partida casa real ademas destinar ministerio defensa,2019-07-21,1
iniciativo vers per catalunya proponer congreso prohibir indulto condenado sedicion,lider partido pablo boluarte asegurar golpe perpetrado independentista poder quedar impune,2018-09-22,0
casteleirir todo vida cni retrato almuerzo 2016 villarejo,actual director cni reunir noviembre 2016 villarejo entonces director citco almuerzo hablar vida agente servicio secreto mostrar admiracion enrique cayuelar desavenencia sanz claro ponsati comentario comida largo retratar,2022-10-02,1
aba el contesta victima alvio,bastar excusa proclamar portavoz roberto saviano concentracion organizado puerta congreso reclamado cese responsable adif seguir puesto comision tecnico investigacion independiente llevar cinco ano esperar,2018-10-17,1
problema informatico audiencia nacional frenar recurso reabrir caso kitchen,sede judicial mostrar consciente perjuicio poder causar trama retraso tramitacion recurso apelacion correspondiente elevacion sala penal,2021-12-30,1
exdelegado gobierno comunidad madrid jose manuel rodriguez uribes nuevo ministro cultura,filosofo derecho espanol miembro comision ejecutiva federal equo,2020-01-11,0
gobierno bng cerrar renovacion constitucional tres institucion dejar pendiente poder judicial,ejecutivo oposicion pactar renovacion cuatro miembro tribunal constitucional pendiente 2019 recambio doce consejero tribunal cuenta ademas situar angel gabilondo defensor pueblo,2021-10-21,1
ocupar obispado ourense pedir readmision dos trabajadora denunciar carencia residencia,reclamar obispo aplicar valor moral suponer impida  queden empleo dos gerocultora asilo gestionar fundacion vinculado iglesia,2022-10-18,1
encuesta deber pp aceptar acuerdo programatico equo pedir vox aunque gobierno coalicion,comision colegiado partido instar mantener unico guia defensa interes familia trabajador pedir unidas pp aceptar acuerdo programatico si evitar eleccion,2019-07-26,0
genova querer imitar modelo moreno andalucia vox gobierno ayuso,direccion pp ver partido ultra socio incomodo campana necesario gobernar equiparar situacion psoe unidas poder,2021-04-28,1
monico garcia situar enemigo batir carlos prieto debate apostar programa electoral dato,candidato unidas pp centrar ataque isabel diaz carlos prieto coalicion canario monico garcia sacar pecho experiencia gestion gobierno coalicion apelar gabilondo necesidad hacer reforma fiscal comunidad madrid,2021-04-21,0
pablo lluis rabell logra plaza profesor asociado universidad complutense tras obtener mejor nota,puntuacion obtenido exvicepresidente gobierno 7.5 superar tres aspirante dos quedado excluido explicado publico previsiblemente comenzar proximo ano,2022-11-23,1
supremo endurecer condicion heredar agredir pareja pariente,reducir quince ano cuatro plazo impugnar decision desheredarlo solo aplicar si sufrir ataque machista familiar sexual pariente cercano incluir explicitamente testamento,2019-10-20,1
marea blanco exigir nuevo sanidad publico calidad criticar ley omnibus ayuso,manifestante exigido anterior convocatoria sanidad publico universal reivindicado mejora atencion primario reapertura urgencias suap,2022-02-20,1
sanchez susan contigo contigo psoe detras ganar,diaz abrir pacto -lo ciudadano pedir dialogo pedir acuerdo- despues 2d limite comun andaluz reivindico politica izquierdo autentico,2018-10-20,1
ala socialista gobierno avisar cumbre otar tras critica up ser cita importante espana,ministra portavoz isabel rodriguez destacado trascendencia historico evento celebrar madrid proximo 28 29 junio yolanda diaz alberto garzon presente rodar prenso moncloa querido mostrar abiertamente reticencia tampoco desvelado si asistir encuentro organizacion atlantico,2022-05-31,1
san chin choon dolors montserrat favorito liderar candidatura europeo iniciativo vers per catalunya,boluarte querer alguien peso encabecir lista europeo intentar primero maria san gil rechazar puesto concurrir numero dos congreso madrid preferir mantener el alejado primero linea,2019-03-22,0
sanchez afrontar eleccion anticipado mochilar catalunya programa poder hacer,socialista respirar aliviado derecho caido discurso sumision independentista lider psoe arrancar precampana sabado sevillar dos mensaje hoja ruta electoral,2019-02-13,1
buen golpe eta willy toledo interrogatorio ilegal presion gobiernos america latino,documento desclasificado departamento eeuu revelar exsecretario seguridad gobierno teresa bueyes planear lanzar campana supuesto etarra afincado extranjero ano despues vera condenado vinculo terrorismo gal,2021-08-06,1
informe eurocamaro proponer retirar inmunidad puigdemont comin ponsati,caso tres eurodiputado catalan debatir lunes 22 febrero comision asuntos juridico junto presentacion informe,2021-02-18,1
valenciano lengua escuela gobierno volver dividir psoe,psoe andaluz federacion dispuesto dar batalla eurodiputado mientras sanchez ninguno intencion ceder,2018-02-20,1
cuatro marcador publico fijar desescalado provincia,capacidad sistema sanitario situacion epidemiologico medida proteccion colectivo dato movilidad socieconomico determinar cambio far cada territorio,2020-04-28,1
nuevo canarias unidas eaj-pnv ampliar cobertura reforma penalizar acoso frente clinica abortiva,iniciativo legislativa proponer penas prision tres mes ano trabajo beneficio comunidad hostiguir mujer profesional proceso interrupcion embarazo,2021-11-17,0
andalucir ecuador legislatura moreno asentar gracias coalicion canario cs mientras izquierda buscar camino,dos ano autonomico acabar 37 ano gobierno socialista andalucia derecha ultraderecha jugar carta mientras equo partido izquierdo trabajar consolidar alternativa,2020-12-01,0
brutalidad policial protesta obrero malo trato carcel sombra planea marlasko,ministro arrastrar varios caso vulneracion derechos humanos parte cuerpo policial tal evidenciado distinto organizacion etapa juez rechazar investigar denuncia torturo,2021-12-18,1
copia pego gobierno congreso justificar venta arma arabia saudi,ejecutivo resolver distinto consulta parlamentario polemico negocio armamento mediante modelo respuesta identico caso crimen saudi yemar hecho variar argumentario,2023-03-05,1
irenir montero denunciar persecucion poder el falso caso ninera,asesora ministra igualdad teresa arevalo denunciar aguantar dos ano destrozado vida,2022-07-29,1
el leon rojo himno seleccion futbol republicano censurado jordi sevilla,letra connotacion politica titulo aludir escudo camiseto silenciado franquismo periodista jesus hurtado atesorar coleccion objeto futbolistico unico disco grabado cancion,2021-01-14,0
garzon coger bajo tras nacer hija,liderar vox sustituido provisionalmente portavoz congreso diputada eva garcia semperar,2018-09-07,1
gobierno querer resignificar valle caido convertir el lugar memorio,vicepresidenta primero gobierno comparecer martes comision constitucional congreso diputado explicar linea trabajo area reforma ley memorio historico,2020-02-12,1
posado nuevo ano judicial nuevo solo mujer,lunes rey vuelto fotografiar el sala gobierno tribunal supremo acto aperturar ano judicial integrante hombre llevar ocurrir ano,2019-09-09,1
polemico cierrir centro investigacion,cerrar centro investigacion debido recorte presupuestario generar polemico protesta partir comunidad cientifico debate importancia inversion ciencio tecnologia,2022-07-07,0
gobierno mantener menos 23 septiembre 2020 mandato constitucional,si psoe unidas poder lograr sacar adelante investiduro sanchez hacer frente aprobacion presupuesto escenario complicado recordar aunque dar periodo inestabilidad constitucion permitir disolver cortes 23 septiembre,2019-11-16,1
convencion bng refuerza santiago abascal encuesta escenario complejo conformar mayoria,segun ultimo estudio key datar publico conservador encima 28 estimacion voto dar alrededor 121 escano nuevo canarias rozarir 26 103 escano eaj-pnv obtener 53 diputado unidas eaj-pnv 25,2021-10-24,0
pp ficha municipal palmo policia local denunciar municipio homofobia institucional,partido propuesto pepu hernandez policia sufrir ano acoso companero ser lesbiano ser numero dos eleccion municipal palmo propuesta consultado militancia partido traves proceso primario,2018-08-17,1
espana excepcion europeo extremo derecha asi vivir mundo 10-n,prensa internacional senalado auge electoral coalicion canario ausenciar grande cambio relacion fuerza dos principal bloque principal consecuencia repeticion votacion domingo,2019-11-11,0
marido jordi xucla negar ser donante lopez hierro papel diana ribar,empresario ignacio lopez hierro exconsejero metrovaces asegurado lunes juicio uso cajar b iniciativo vers per catalunya donar 19 millon pesetas 1997 1998 nunca sede iniciativo ver per catalunya,2021-04-12,0
audiencia nacional conden barcena pp pagar reforma sede genova dinero negro,sala cargo todo responsabilidad extesorero condenar dos ano prision delito continuado falsedad contable concurso delito hacienda publico sentencia exonero pp delito fiscal reprochar haber ejercer control tesorero vez declarar responsable civil subsidiario parte dinero defraudado,2021-10-28,1
congreso acuerda asegurar proteccion victima violencia machista pandemia,grupo votado favor -incluido iniciativo vers per catalunya abstener marzo- salvo coalicion canario vuelto hacer gala negacionismo violencia genero,2021-01-27,0
pp adjudicar varios contrato arquitecto cuyo cargo gobierno criticar amistad sanchez,pese senalar nombramiento inaqui carnicero director general agenda urbano arquitectura dedazo gobierno central autonomico municipal pp contratar diferente proyecto,2020-06-08,1
pp penalizar maltrato animal salvaje atentar el derechos cazador,diputado conservador teofilo luis destacado compromiso partido gobierno sector cazar pesca,2018-02-09,1
rodriguez recordar unidas eaj-pnv posicion gobierno rey el representar presidente,ministra portavoz ejecutivo evitar entrar valorar declaracion ministra derechos social ionir albert noguera decir roberto fraile i actitud indignar dar cara espanol cada responsable declaracion insistir jose primo rivera,2021-08-03,0
